Date,High,Low,Open,Close,Volume,Adj Close
2008-12-31,3.133570909500122,3.0478570461273193,3.070357084274292,3.0482139587402344,607541200.0,2.6062779426574707
2009-01-02,3.2514290809631348,3.041429042816162,3.067142963409424,3.2410709857940674,746015200.0,2.7711734771728516
2009-01-05,3.434999942779541,3.3110709190368652,3.327500104904175,3.377856969833374,1181608400.0,2.8881280422210693
2009-01-06,3.4703569412231445,3.299643039703369,3.426785945892334,3.322143077850342,1289310400.0,2.840491771697998
2009-01-07,3.3035709857940674,3.2235710620880127,3.2789289951324463,3.250356912612915,753048800.0,2.779113531112671
2009-01-08,3.3267860412597656,3.2157139778137207,3.2296431064605713,3.31071400642395,673500800.0,2.830718994140625
2009-01-09,3.3350000381469727,3.2192859649658203,3.3289289474487305,3.234999895095825,546845600.0,2.7659823894500732
2009-01-12,3.249643087387085,3.12678599357605,3.2307140827178955,3.166429042816162,617716400.0,2.7073540687561035
2009-01-13,3.2049999237060547,3.0839290618896484,3.1514289379119873,3.132499933242798,798397600.0,2.6783437728881836
2009-01-14,3.1160709857940674,3.0257139205932617,3.0799999237060547,3.047499895095825,1021664000.0,2.605666399002075
2009-01-15,3.004286050796509,2.858928918838501,2.877500057220459,2.9778571128845215,1831634000.0,2.546121120452881
2009-01-16,3.01357102394104,2.871428966522217,3.010714054107666,2.940356969833374,1047625600.0,2.5140585899353027
2009-01-20,2.9285709857940674,2.7928569316864014,2.9260709285736084,2.7928569316864014,919914800.0,2.3879427909851074
2009-01-21,2.9600000381469727,2.8324999809265137,2.8353569507598877,2.958214044570923,1089270000.0,2.5293257236480713
2009-01-22,3.2142860889434814,3.065000057220459,3.1442859172821045,3.1557140350341797,1409528400.0,2.6981916427612305
2009-01-23,3.2096428871154785,3.0892860889434814,3.1007139682769775,3.1557140350341797,763770000.0,2.6981916427612305
2009-01-26,3.248929023742676,3.1535708904266357,3.1735711097717285,3.2014288902282715,692238400.0,2.7372794151306152
2009-01-27,3.2696430683135986,3.2049999237060547,3.2210710048675537,3.240356922149658,618038400.0,2.7705626487731934
2009-01-28,3.392857074737549,3.267857074737549,3.2899999618530273,3.364285945892334,861406000.0,2.8765246868133545
2009-01-29,3.369286060333252,3.307142972946167,3.3246428966522217,3.3214290142059326,592729200.0,2.839881181716919
2009-01-30,3.3435709476470947,3.2146430015563965,3.307142972946167,3.2189290523529053,651478800.0,2.7522425651550293
2009-02-02,3.2857139110565186,3.174999952316284,3.182142972946167,3.268213987350464,558247200.0,2.794381618499756
2009-02-03,3.3350000381469727,3.2242860794067383,3.2828569412231445,3.320713996887207,599309200.0,2.8392698764801025
2009-02-04,3.4375,3.325000047683716,3.3292860984802246,3.3410708904266357,808421600.0,2.856675624847412
2009-02-05,3.4732139110565186,3.307857036590576,3.313214063644409,3.444999933242798,749246400.0,2.9455370903015137
2009-02-06,3.5714290142059326,3.4642860889434814,3.4649999141693115,3.561429023742676,687209600.0,3.0450856685638428
2009-02-09,3.6785709857940674,3.5535709857940674,3.5714290142059326,3.6610710620880127,715010800.0,3.1302812099456787
2009-02-10,3.6610710620880127,3.4664289951324463,3.618928909301758,3.493928909301758,849060800.0,2.9873716831207275
2009-02-11,3.511070966720581,3.4203569889068604,3.441786050796509,3.4578568935394287,674973600.0,2.956529140472412
